g13505		NA;NA
g14645		NA;NA
g35988	GO:0005515; GO:0005871	protein binding; kinesin complex;NA
g18607	NA	NA
g64614		NA;NA
g43415	GO:0004571; GO:0005509; GO:0005975; GO:0016020	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; calcium ion binding; carbohydrate metabolic process; membrane;NA
g61936		NA;NA
g48846		NA;NA
g58012	GO:0016791	phosphatase activity;NA
g37488		NA;NA
g37242		NA;NA
g41938	GO:0008270	zinc ion binding;NA
g58564	GO:0003676	nucleic acid binding;NA
g45277	GO:0005515	protein binding;NA
g26310		NA;NA
g39419	GO:0005085; GO:0035556	guanyl-nucleotide exchange factor activity; intracellular signal transduction;NA
g70185	GO:0005515	protein binding;NA
g57605	GO:0005515	protein binding;NA
g33254	GO:0005515	protein binding;NA
g61470	GO:0006520; GO:0016639; GO:0055114	cellular amino acid metabolic process; oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor; oxidation-reduction process;NA
g10872		NA;NA
g13002	GO:0005096	GTPase activator activity;NA
g70487		NA;NA
g41496		NA;NA
g45734	GO:0003676	nucleic acid binding;NA
g64238	GO:0005515	protein binding;NA
g19697	GO:0004571; GO:0005509; GO:0005975; GO:0016020	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; calcium ion binding; carbohydrate metabolic process; membrane;NA
g12289		NA;NA
g54031	GO:0005515	protein binding;NA
adi2mcaRNA26160_R0	GO:0003676; GO:0004386; GO:0005524;GO:0003676;GO:0005524	nucleic acid binding; helicase activity; ATP binding;ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]
adi2mcaRNA17072_R0		NA;NA
g10956	GO:0004672; GO:0005524; GO:0006468	protein kinase activity; ATP binding; protein phosphorylation;NA
g33953	NA	NA
g13274	GO:0005515;GO:0030490	protein binding;maturation of SSU-rRNA [GO:0030490]
adi2mcaRNA23004_R0		NA;NA
g65329	GO:0003676	nucleic acid binding;NA
adi2mcaRNA2379_R0	GO:0005515	protein binding;NA
g69461	GO:0004053; GO:0006525; GO:0046872	arginase activity; arginine metabolic process; metal ion binding;NA
g33799	GO:0000287; GO:0004610; GO:0005975	magnesium ion binding; phosphoacetylglucosamine mutase activity; carbohydrate metabolic process;NA
g33287		NA;NA
g32476		NA;NA
g41210		NA;NA
g26282	GO:0004672; GO:0005524; GO:0006468	protein kinase activity; ATP binding; protein phosphorylation;NA
adi2mcaRNA15751_R0		NA;NA
g32158		NA;NA
g45149		NA;NA
g47572		NA;NA
g32070	GO:0010038; GO:0016756; GO:0046872; GO:0046938	response to metal ion; glutathione gamma-glutamylcysteinyltransferase activity; metal ion binding; phytochelatin biosynthetic process;NA
g26396	NA	NA
g18175	GO:0008168	methyltransferase activity;NA
g31696		NA;NA
g51105	GO:0003924; GO:0005525	GTPase activity; GTP binding;NA
g8985		NA;NA
g32480	GO:0005347; GO:0055085	ATP transmembrane transporter activity; transmembrane transport;NA
g13697	GO:0003676; GO:0008270; GO:0016888	nucleic acid binding; zinc ion binding; endodeoxyribonuclease activity, producing 5'-phosphomonoesters;NA
g52737		NA;NA
g32418	GO:0008270	zinc ion binding;NA
g25101		NA;NA
g36876		NA;NA
g49933	GO:0006508; GO:0008234	proteolysis; cysteine-type peptidase activity;NA
adi2mcaRNA29288_R0		NA;NA
g63490		NA;NA
g41308	GO:0003676; GO:0005524	nucleic acid binding; ATP binding;NA
g21151		NA;NA
g40420		NA;NA
g4765	GO:0003924; GO:0005525; GO:0007165; GO:0016020	GTPase activity; GTP binding; signal transduction; membrane;NA
g28028	GO:0005515	protein binding;NA
g38611	GO:0003777; GO:0005524; GO:0007018; GO:0008017	microtubule motor activity; ATP binding; microtubule-based movement; microtubule binding;NA
g2108	GO:0006351; GO:0016538; GO:0070985	transcription, DNA-templated; cyclin-dependent protein serine/threonine kinase regulator activity; transcription factor TFIIK complex;NA
g57312		NA;NA
g59528	GO:0000398	mRNA splicing, via spliceosome;NA
g32690		NA;NA
g26824	GO:0005515	protein binding;NA
g59988	GO:0005515; GO:0035556	protein binding; intracellular signal transduction;NA
g17910	GO:0000413; GO:0003676; GO:0003755	protein peptidyl-prolyl isomerization; nucleic acid binding; peptidyl-prolyl cis-trans isomerase activity;NA
g57935	GO:0003677; GO:0046983	DNA binding; protein dimerization activity;NA
g51112	;GO:0003678;GO:0006269	NA;DNA helicase activity [GO:0003678]; DNA replication, synthesis of RNA primer [GO:0006269]
g22264	NA	NA
g14879	GO:0006360	transcription by RNA polymerase I;NA
g12877	NA	NA
g49930	GO:0008270; GO:0016787	zinc ion binding; hydrolase activity;NA
adi2mcaRNA8071_R0	GO:0003677	DNA binding;NA
g17605		NA;NA
adi2mcaRNA23187_R0	GO:0004615; GO:0009298	phosphomannomutase activity; GDP-mannose biosynthetic process;NA
g49855	GO:0005245; GO:0005891; GO:0070588	voltage-gated calcium channel activity; voltage-gated calcium channel complex; calcium ion transmembrane transport;NA
adi2mcaRNA13860_R0		NA;NA
g18742	GO:0005515	protein binding;NA
g10398	GO:0004252; GO:0006508	serine-type endopeptidase activity; proteolysis;NA
g52110	GO:0003743; GO:0005852	translation initiation factor activity; eukaryotic translation initiation factor 3 complex;NA
g47077		NA;NA
g16340		NA;NA
g63101	GO:0005515	protein binding;NA
g5045	GO:0005515	protein binding;NA
g22819	GO:0005515	protein binding;NA
g22610	GO:0000287; GO:0005524; GO:0032957; GO:0047325; GO:0052725; GO:0052726	magnesium ion binding; ATP binding; inositol trisphosphate metabolic process; inositol tetrakisphosphate 1-kinase activity; inositol-1,3,4-trisphosphate 6-kinase activity; inositol-1,3,4-trisphosphate 5-kinase activity;NA
g40066	GO:0004930; GO:0007186; GO:0016021	G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; integral component of membrane;NA
g31888		NA;NA
g16465		NA;NA
adi2mcaRNA17655_R1	GO:0003712; GO:0006357; GO:0016592	transcription coregulator activity; regulation of transcription by RNA polymerase II; mediator complex;NA
g32889	GO:0003676; GO:0004842; GO:0008270; GO:0016567	nucleic acid binding; ubiquitin-protein transferase activity; zinc ion binding; protein ubiquitination;NA
g55528	GO:0003676	nucleic acid binding;NA
g237		NA;NA
g51624	GO:0043461	proton-transporting ATP synthase complex assembly;NA
g45833		NA;NA
adi2mcaRNA9523_R5	GO:0005515; GO:0008270	protein binding; zinc ion binding;NA
g18987		NA;NA
adi2mcaRNA37989_R0	NA	NA
g16049		NA;NA
g12312	GO:0046856	phosphatidylinositol dephosphorylation;NA
g46902	GO:0004725; GO:0006470; GO:0017017	protein tyrosine phosphatase activity; protein dephosphorylation; MAP kinase tyrosine/serine/threonine phosphatase activity;NA
g45342	GO:0005506; GO:0016705; GO:0020037; GO:0055114	iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; oxidation-reduction process;NA
g29204	GO:0003824	catalytic activity;NA
g31734		NA;NA
adi2mcaRNA13870_R2		NA;NA
g42829		NA;NA
g47444	NA	NA
g20211	NA	NA
g27153	;GO:0046872	NA;metal ion binding [GO:0046872]
g5073		NA;NA
g58091	GO:0005515; GO:0035556	protein binding; intracellular signal transduction;NA
adi2mcaRNA11065_R0		NA;NA
g47253	GO:0005515; GO:0007165	protein binding; signal transduction;NA
g35173	GO:0004386	helicase activity;NA
adi2mcaRNA27174_R0	GO:0003676; GO:0004386; GO:0005524	nucleic acid binding; helicase activity; ATP binding;NA
g29435		NA;NA
g60954	GO:0005515	protein binding;NA
adi2mcaRNA38209_R1	GO:0003723; GO:0005515	RNA binding; protein binding;NA
adi2mcaRNA5626_R1	GO:0005515	protein binding;NA
g35868	GO:0003723; GO:0005515; GO:0005634; GO:0005737; GO:0006406	RNA binding; protein binding; nucleus; cytoplasm; mRNA export from nucleus;NA
g32948		NA;NA
adi2mcaRNA2721_R0	GO:0005049; GO:0006886; GO:0008536	nuclear export signal receptor activity; intracellular protein transport; Ran GTPase binding;NA
g66500		NA;NA
adi2mcaRNA30850_R0	GO:0003677; GO:0005524; GO:0016787	DNA binding; ATP binding; hydrolase activity;NA
g4051	GO:0005856	cytoskeleton;NA
adi2mcaRNA25747_R0		NA;NA
adi2mcaRNA21111_R0	GO:0005515;GO:0005634;GO:0042393;GO:0048188;GO:0051568	protein binding;nucleus [GO:0005634]; Set1C/COMPASS complex [GO:0048188]; histone binding [GO:0042393]; histone H3-K4 methylation [GO:0051568]
g47496	GO:0004672; GO:0005515; GO:0005524; GO:0006468	protein kinase activity; protein binding; ATP binding; protein phosphorylation;NA
g16592		NA;NA
g71575		NA;NA
g32406		NA;NA
g38457	GO:0035556	intracellular signal transduction;NA
adi2mcaRNA26443_R0	GO:0008033; GO:0017150; GO:0050660; GO:0055114	tRNA processing; tRNA dihydrouridine synthase activity; flavin adenine dinucleotide binding; oxidation-reduction process;NA
g69810	GO:0000287; GO:0003676; GO:0004523	magnesium ion binding; nucleic acid binding; RNA-DNA hybrid ribonuclease activity;NA
g41831	GO:0004190; GO:0016021	aspartic-type endopeptidase activity; integral component of membrane;NA
g34040	GO:0003723	RNA binding;NA
g43284	GO:0016831; GO:0019752; GO:0030170	carboxy-lyase activity; carboxylic acid metabolic process; pyridoxal phosphate binding;NA
g55385		NA;NA
g61844	GO:0004519; GO:0006281	endonuclease activity; DNA repair;NA
g17911	;GO:0000940;GO:0007059	NA;condensed chromosome outer kinetochore [GO:0000940]; chromosome segregation [GO:0007059]
g31882	GO:0004930; GO:0005975; GO:0007166; GO:0007186; GO:0016021; GO:0016773	G protein-coupled receptor activity; carbohydrate metabolic process; cell surface receptor signaling pathway; G protein-coupled receptor signaling pathway; integral component of membrane; phosphotransferase activity, alcohol group as acceptor;NA
adi2mcaRNA23472_R1		NA;NA
g23026	GO:0005515; GO:0006364	protein binding; rRNA processing;NA
g24019	GO:0003924; GO:0005525	GTPase activity; GTP binding;NA
g15012		NA;NA
g22444		NA;NA
g16098		NA;NA
g35257	GO:0005515	protein binding;NA
g29279	GO:0005452; GO:0006820; GO:0016021	inorganic anion exchanger activity; anion transport; integral component of membrane;NA
g37690		NA;NA
g19676	GO:0005515	protein binding;NA
g50057		NA;NA
adi2mcaRNA38152_R0		NA;NA
g45313		NA;NA
g70632	GO:0003824; GO:0006777; GO:0019008; GO:0046872; GO:0051539	catalytic activity; Mo-molybdopterin cofactor biosynthetic process; molybdopterin synthase complex; metal ion binding; 4 iron, 4 sulfur cluster binding;NA
g65835	GO:0000160	phosphorelay signal transduction system;NA
g6035		NA;NA
g9277		NA;NA
adi2mcaRNA35522_R0	GO:0008017; GO:0030705; GO:0031122	microtubule binding; cytoskeleton-dependent intracellular transport; cytoplasmic microtubule organization;NA
adi2mcaRNA30384_R0	GO:0003729; GO:0005515; GO:0005634; GO:0035196	mRNA binding; protein binding; nucleus; production of miRNAs involved in gene silencing by miRNA;NA
adi2mcaRNA35036_R0	GO:0004016; GO:0005886; GO:0006171; GO:0035556;GO:0004016;GO:0005524;GO:0005886;GO:0006171;GO:0016021;GO:0035556;GO:0046872	adenylate cyclase activity; plasma membrane; cAMP biosynthetic process; intracellular signal transduction;integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; adenylate cyclase activity [GO:0004016]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; cAMP biosynthetic process [GO:0006171]; intracellular signal transduction [GO:0035556]
g40954	GO:0004674; GO:0005524; GO:0006468	protein serine/threonine kinase activity; ATP binding; protein phosphorylation;NA
g64089	GO:0004588; GO:0004590; GO:0006207; GO:0009116; GO:0044205	orotate phosphoribosyltransferase activity; orotidine-5'-phosphate decarboxylase activity; 'de novo' pyrimidine nucleobase biosynthetic process; nucleoside metabolic process; 'de novo' UMP biosynthetic process;NA
g32931	GO:0004672; GO:0005524; GO:0006468	protein kinase activity; ATP binding; protein phosphorylation;NA
g5711		NA;NA
g46469		NA;NA
g64487		NA;NA
g43192		NA;NA
g62129	GO:0008380; GO:0035145	RNA splicing; exon-exon junction complex;NA
g8903	GO:0003676; GO:0004386; GO:0005524	nucleic acid binding; helicase activity; ATP binding;NA
g4651	GO:0003723	RNA binding;NA
g29303	GO:0005515; GO:0007165	protein binding; signal transduction;NA
g21658	GO:0016787;GO:0004721;GO:0046872	hydrolase activity;metal ion binding [GO:0046872]; phosphoprotein phosphatase activity [GO:0004721]
g34844	GO:0005515	protein binding;NA
g1764	GO:0005515	protein binding;NA
g34836	GO:0005515	protein binding;NA
g44693		NA;NA
g55530	GO:0016409	palmitoyltransferase activity;NA
g70077	GO:0003676; GO:0006139	nucleic acid binding; nucleobase-containing compound metabolic process;NA
g21539	GO:0004379; GO:0006499	glycylpeptide N-tetradecanoyltransferase activity; N-terminal protein myristoylation;NA
g54034		NA;NA
g16463		NA;NA
g50546	GO:0005515;GO:0010165	protein binding;response to X-ray [GO:0010165]
g36722		NA;NA
g25505		NA;NA
g64598	GO:0005515	protein binding;NA
g45331	GO:0005086; GO:0032012	ARF guanyl-nucleotide exchange factor activity; regulation of ARF protein signal transduction;NA
g57172	GO:0005524; GO:0006298; GO:0030983	ATP binding; mismatch repair; mismatched DNA binding;NA
adi2mcaRNA17590_R1	GO:0005515	protein binding;NA
g43031		NA;NA
g55796	GO:0003676; GO:0004386; GO:0005524	nucleic acid binding; helicase activity; ATP binding;NA
g5057		NA;NA
g34993	GO:0042147	retrograde transport, endosome to Golgi;NA
g22336	;GO:0000070;GO:0000775;GO:0032133;GO:0051233	NA;chromosome passenger complex [GO:0032133]; chromosome, centromeric region [GO:0000775]; spindle midzone [GO:0051233]; mitotic sister chromatid segregation [GO:0000070]
g51254	GO:0005515	protein binding;NA
g28529		NA;NA
g7933	GO:0009055; GO:0015035; GO:0050220	electron transfer activity; protein disulfide oxidoreductase activity; prostaglandin-E synthase activity;NA
g34567	GO:0004843; GO:1990380	thiol-dependent ubiquitin-specific protease activity; Lys48-specific deubiquitinase activity;NA
g12290	GO:0005515	protein binding;NA
g50750		NA;NA
g9569	GO:0003676; GO:0004386; GO:0005524	nucleic acid binding; helicase activity; ATP binding;NA
adi2mcaRNA31474_R0		NA;NA
g21348	GO:0005515	protein binding;NA
g7981	GO:0004888; GO:0005515; GO:0007166; GO:0016021	transmembrane signaling receptor activity; protein binding; cell surface receptor signaling pathway; integral component of membrane;NA
g10122	GO:0005525	GTP binding;NA
g25937		NA;NA
g53482		NA;NA
g25975	GO:0005515	protein binding;NA
g67283	GO:0005525; GO:0005634; GO:0042254	GTP binding; nucleus; ribosome biogenesis;NA
adi2mcaRNA11889_R1	GO:0005515	protein binding;NA
g4733	GO:0004540; GO:0004672; GO:0005515; GO:0005524; GO:0006397; GO:0006468	ribonuclease activity; protein kinase activity; protein binding; ATP binding; mRNA processing; protein phosphorylation;NA
g58041		NA;NA
g41483		NA;NA
g56089	GO:0003723; GO:0003726; GO:0006396	RNA binding; double-stranded RNA adenosine deaminase activity; RNA processing;NA
adi2mcaRNA5415_R0		NA;NA
g11875	GO:0008146;GO:0016740	sulfotransferase activity;transferase activity [GO:0016740]
g23173		NA;NA
g28145		NA;NA
g24057		NA;NA
g65489	GO:0016192	vesicle-mediated transport;NA
g55986	GO:0035556	intracellular signal transduction;NA
g9387		NA;NA
g57150	GO:0046872	metal ion binding;NA
g48083	GO:0003924; GO:0005200; GO:0005525; GO:0005874; GO:0007017	GTPase activity; structural constituent of cytoskeleton; GTP binding; microtubule; microtubule-based process;NA
g63492	GO:0004888; GO:0005515; GO:0007166; GO:0016021	transmembrane signaling receptor activity; protein binding; cell surface receptor signaling pathway; integral component of membrane;NA
g20539	GO:0005096;GO:0005096;GO:0046872	GTPase activator activity;GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]
adi2mcaRNA15601_R0	GO:0005515	protein binding;NA
g28936		NA;NA
g10927	GO:0003677; GO:0005524; GO:0016787	DNA binding; ATP binding; hydrolase activity;NA
g13566	GO:0046982	protein heterodimerization activity;NA
g31199		NA;NA
g385	GO:0005515; GO:0008237; GO:0070122	protein binding; metallopeptidase activity; isopeptidase activity;NA
g43270		NA;NA
g4118	GO:0005515	protein binding;NA
g25432	GO:0005085	guanyl-nucleotide exchange factor activity;NA
g53762		NA;NA
g10297	GO:0006364	rRNA processing;NA
g50723	GO:0016831; GO:0019752; GO:0030170	carboxy-lyase activity; carboxylic acid metabolic process; pyridoxal phosphate binding;NA
g60897	GO:0005515; GO:0042981	protein binding; regulation of apoptotic process;NA
g36418	GO:0005515	protein binding;NA
g60701	GO:0005515; GO:0005634; GO:0006355; GO:0008270	protein binding; nucleus; regulation of transcription, DNA-templated; zinc ion binding;NA
g54727	GO:0003676; GO:0004386; GO:0005524	nucleic acid binding; helicase activity; ATP binding;NA
g61119	GO:0005515	protein binding;NA
g19374	GO:0004672; GO:0005524; GO:0006468	protein kinase activity; ATP binding; protein phosphorylation;NA
g52785		NA;NA
g58165	GO:0005096; GO:0005515; GO:0043547	GTPase activator activity; protein binding; positive regulation of GTPase activity;NA
g23133	GO:0005515	protein binding;NA
g9154		NA;NA
g22394		NA;NA
g64511		NA;NA
g17623	GO:0008289	lipid binding;NA
g62125	GO:0005515; GO:0042981	protein binding; regulation of apoptotic process;NA
g46399		NA;NA
adi2mcaRNA34345_R0	GO:0090307;GO:0005813;GO:0005814;GO:0005819;GO:0046599;GO:0051310;GO:0090307	mitotic spindle assembly;centriole [GO:0005814]; centrosome [GO:0005813]; spindle [GO:0005819]; metaphase plate congression [GO:0051310]; mitotic spindle assembly [GO:0090307]; regulation of centriole replication [GO:0046599]
adi2mcaRNA27568_R0	GO:0004198; GO:0005515; GO:0006508; GO:0019825; GO:0020037	calcium-dependent cysteine-type endopeptidase activity; protein binding; proteolysis; oxygen binding; heme binding;NA
g29390	GO:0003924; GO:0005525	GTPase activity; GTP binding;NA
adi2mcaRNA12344_R0	GO:0005347; GO:0055085	ATP transmembrane transporter activity; transmembrane transport;NA
g32295		NA;NA
g15900	GO:0005085	guanyl-nucleotide exchange factor activity;NA
g45282	GO:0055114	oxidation-reduction process;NA
g47562	GO:0006415; GO:0016149	translational termination; translation release factor activity, codon specific;NA
g11105		NA;NA
g62120	GO:0016021	integral component of membrane;NA
g37992	GO:0005515	protein binding;NA
g35400	GO:0005515	protein binding;NA
g49624		NA;NA
g37535	GO:0005515	protein binding;NA
g20726	;GO:0036396;GO:0046872;GO:0080009	NA;RNA N6-methyladenosine methyltransferase complex [GO:0036396]; metal ion binding [GO:0046872]; mRNA methylation [GO:0080009]
g48261	GO:0003824; GO:0008033; GO:0010181; GO:0051539; GO:0055114	catalytic activity; tRNA processing; FMN binding; 4 iron, 4 sulfur cluster binding; oxidation-reduction process;NA
g32300		NA;NA
g12821	GO:0005515	protein binding;NA
g9520	GO:0004930; GO:0007166; GO:0007186; GO:0016021; GO:0016525	G protein-coupled receptor activity; cell surface receptor signaling pathway; G protein-coupled receptor signaling pathway; integral component of membrane; negative regulation of angiogenesis;NA
g29887	GO:0000118; GO:0004407; GO:0016575	histone deacetylase complex; histone deacetylase activity; histone deacetylation;NA
g54035	GO:0007275; GO:0016021	multicellular organism development; integral component of membrane;NA
g54999		NA;NA
g10337		NA;NA
g66863	GO:0008270	zinc ion binding;NA
g40745	GO:0005506; GO:0016705; GO:0020037; GO:0055114	iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding; oxidation-reduction process;NA
g36428	GO:0005347; GO:0005509; GO:0005743; GO:0055085	ATP transmembrane transporter activity; calcium ion binding; mitochondrial inner membrane; transmembrane transport;NA
adi2mcaRNA7545_R0		NA;NA
g36105		NA;NA
g12288		NA;NA
g20386	GO:0005515	protein binding;NA
g64951	GO:0005515	protein binding;NA
g59868		NA;NA
g62767		NA;NA
g197		NA;NA
g53769		NA;NA
g45166	GO:0008080	N-acetyltransferase activity;NA
g25485		NA;NA
adi2mcaRNA398_R1	GO:0005634;GO:0005634	nucleus;nucleus [GO:0005634]
g52820	GO:0005515	protein binding;NA
g23855	GO:0005515	protein binding;NA
g10123	GO:0015078; GO:0033180; GO:1902600	proton transmembrane transporter activity; proton-transporting V-type ATPase, V1 domain; proton transmembrane transport;NA
g29213	GO:0004601; GO:0006979; GO:0020037; GO:0055114	peroxidase activity; response to oxidative stress; heme binding; oxidation-reduction process;NA
g63837	GO:0005515	protein binding;NA
g15766	GO:0005085; GO:0046872;GO:0005085;GO:0046872	guanyl-nucleotide exchange factor activity; metal ion binding;guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]
g48458	GO:0005515	protein binding;NA
g9718		NA;NA
g3899	GO:0004707; GO:0005524; GO:0006468	MAP kinase activity; ATP binding; protein phosphorylation;NA
g22973		NA;NA
g45711		NA;NA
g18738		NA;NA
g32317		NA;NA
g34559	GO:0006511; GO:0031625	ubiquitin-dependent protein catabolic process; ubiquitin protein ligase binding;NA
adi2mcaRNA13429_R0		NA;NA
g54268	GO:0005085	guanyl-nucleotide exchange factor activity;NA
g48002		NA;NA
g22469		NA;NA
g34544	GO:0044237	cellular metabolic process;NA
g60228		NA;NA
g16693	GO:0016020	membrane;NA
adi2mcaRNA21338_R1		NA;NA
g40752	GO:0003774; GO:0005515; GO:0005524; GO:0016459	motor activity; protein binding; ATP binding; myosin complex;NA
g21683	GO:0005509; GO:0005515; GO:0005634;GO:0003677;GO:0005509;GO:0005634	calcium ion binding; protein binding; nucleus;nucleus [GO:0005634]; calcium ion binding [GO:0005509]; DNA binding [GO:0003677]
g23936		NA;NA
g24895		NA;NA
g44919	NA	NA
adi2mcaRNA36621_R2	GO:0003676; GO:0004386; GO:0005524; GO:0008270;GO:0003676;GO:0004386;GO:0005524;GO:0008270	nucleic acid binding; helicase activity; ATP binding; zinc ion binding;ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
g47167	GO:0004114; GO:0007165	3',5'-cyclic-nucleotide phosphodiesterase activity; signal transduction;NA
adi2mcaRNA20459_R0		NA;NA
g24025	GO:0004518	nuclease activity;NA
g49622		NA;NA
g51160	GO:0005509	calcium ion binding;NA
g58523	GO:0004222; GO:0006364	metalloendopeptidase activity; rRNA processing;NA
g17785	GO:0016021	integral component of membrane;NA
g38254		NA;NA
g11013		NA;NA
g21643	NA	NA
g62101	GO:0005085; GO:0046872	guanyl-nucleotide exchange factor activity; metal ion binding;NA
g37355	GO:0005515	protein binding;NA
g33943	GO:0005515	protein binding;NA
g69365		NA;NA
adi2mcaRNA6321_R0	GO:0003677; GO:0003910; GO:0005515; GO:0006281; GO:0006310	DNA binding; DNA ligase (ATP) activity; protein binding; DNA repair; DNA recombination;NA
g58496		NA;NA
g60346	GO:0004697; GO:0005524; GO:0006468; GO:0035556	protein kinase C activity; ATP binding; protein phosphorylation; intracellular signal transduction;NA
g25429		NA;NA
g57184	GO:0005515; GO:0007165; GO:0030695	protein binding; signal transduction; GTPase regulator activity;NA
adi2mcaRNA25383_R0		NA;NA
g50898	GO:0005515; GO:0007165; GO:0008270; GO:0042981	protein binding; signal transduction; zinc ion binding; regulation of apoptotic process;NA
g56274		NA;NA
g8083	GO:0016021; GO:0016757	integral component of membrane; transferase activity, transferring glycosyl groups;NA
g33736		NA;NA
g40674		NA;NA
g9059		NA;NA
g44005	GO:0006629; GO:0016788	lipid metabolic process; hydrolase activity, acting on ester bonds;NA
g36233		NA;NA
g64620	GO:0003676	nucleic acid binding;NA
g67165	GO:0003677; GO:0003899; GO:0006351	DNA binding; DNA-directed 5'-3' RNA polymerase activity; transcription, DNA-templated;NA
g15750	;GO:0005886;GO:0072659	NA;plasma membrane [GO:0005886]; protein localization to plasma membrane [GO:0072659]
adi2mcaRNA18043_R0		NA;NA
adi2mcaRNA33643_R1	GO:0004725; GO:0005856; GO:0006470	protein tyrosine phosphatase activity; cytoskeleton; protein dephosphorylation;NA
g70885	GO:0005515	protein binding;NA
g38412	GO:0017022	myosin binding;NA
g32465		NA;NA
g34972	GO:0003676; GO:0006397	nucleic acid binding; mRNA processing;NA
g54977		NA;NA
g28200		NA;NA
g33295	GO:0004672; GO:0005524; GO:0006468; GO:0035556	protein kinase activity; ATP binding; protein phosphorylation; intracellular signal transduction;NA
g70704		NA;NA
g17648	NA	NA
g3508	GO:0005515; GO:0008237; GO:0070122	protein binding; metallopeptidase activity; isopeptidase activity;NA
g22800		NA;NA
g40415		NA;NA
g12350	GO:0005515;GO:0090090	protein binding;negative regulation of canonical Wnt signaling pathway [GO:0090090]
g1660		NA;NA
g66173		NA;NA
g32355	GO:0000062	fatty-acyl-CoA binding;NA
g68164	GO:0004672; GO:0005515; GO:0005524; GO:0006468	protein kinase activity; protein binding; ATP binding; protein phosphorylation;NA
g12309	GO:0005515	protein binding;NA
g30019	GO:0004672; GO:0005515; GO:0005524; GO:0006468; GO:0007165	protein kinase activity; protein binding; ATP binding; protein phosphorylation; signal transduction;NA
g50715	GO:0005515	protein binding;NA
g61547		NA;NA
g17213	GO:0003677; GO:0003899; GO:0006351; GO:0032549	DNA binding; DNA-directed 5'-3' RNA polymerase activity; transcription, DNA-templated; ribonucleoside binding;NA
g54029	GO:0003735; GO:0005739; GO:0005840; GO:0006412	structural constituent of ribosome; mitochondrion; ribosome; translation;NA
g49893		NA;NA
g57203		NA;NA
g70022	GO:0003700; GO:0005634; GO:0005667; GO:0005737; GO:0006355; GO:0046983	DNA-binding transcription factor activity; nucleus; transcription regulator complex; cytoplasm; regulation of transcription, DNA-templated; protein dimerization activity;NA
g45319	GO:0004930; GO:0007166; GO:0007186; GO:0016021	G protein-coupled receptor activity; cell surface receptor signaling pathway; G protein-coupled receptor signaling pathway; integral component of membrane;NA
g285		NA;NA
g17137		NA;NA
adi2mcaRNA26801_R0	GO:0005515; GO:0005524; GO:0005694; GO:0051276;GO:0005524;GO:0005634;GO:0005694;GO:0016021;GO:0051276	protein binding; ATP binding; chromosome; chromosome organization;chromosome [GO:0005694]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; ATP binding [GO:0005524]; chromosome organization [GO:0051276]
g63602	GO:0016491; GO:0055114	oxidoreductase activity; oxidation-reduction process;NA
g40347		NA;NA
g45424		NA;NA
g9521	GO:0005515	protein binding;NA
g53562		NA;NA
g48492		NA;NA
g53560		NA;NA
g26880		NA;NA
g23132		NA;NA
g7846	GO:0008270	zinc ion binding;NA
g41985	GO:0005515; GO:0007165	protein binding; signal transduction;NA
g48141		NA;NA
g30716	GO:0006511; GO:0031461; GO:0031625	ubiquitin-dependent protein catabolic process; cullin-RING ubiquitin ligase complex; ubiquitin protein ligase binding;NA
g40943		NA;NA
g58052	GO:0005515	protein binding;NA
g24772		NA;NA
g30641		NA;NA
g25260	GO:0003723	RNA binding;NA
g4551	GO:0006836; GO:0019905;GO:0006836;GO:0019905	neurotransmitter transport; syntaxin binding;syntaxin binding [GO:0019905]; neurotransmitter transport [GO:0006836]
g12259		NA;NA
g41115	GO:0004674; GO:0005524; GO:0006468; GO:0007165	protein serine/threonine kinase activity; ATP binding; protein phosphorylation; signal transduction;NA
g67297	GO:0005126; GO:0005576; GO:0006364; GO:0006952; GO:0032040	cytokine receptor binding; extracellular region; rRNA processing; defense response; small-subunit processome;NA
g22487	GO:0004842	ubiquitin-protein transferase activity;NA
g44672	GO:0003689; GO:0005524; GO:0005663; GO:0006260; GO:0006281	DNA clamp loader activity; ATP binding; DNA replication factor C complex; DNA replication; DNA repair;NA
g10375	GO:0004842	ubiquitin-protein transferase activity;NA
g28935		NA;NA
g63286	GO:0006397	mRNA processing;NA
g44187	GO:0003924; GO:0005525	GTPase activity; GTP binding;NA
g18167	GO:0016491; GO:0055114	oxidoreductase activity; oxidation-reduction process;NA
